"","nct_id","Disease","Phase","Industry","Duration.Treatment","Duration.Trial","N_total","Tier2_fraction","Tier3_fraction","GDP_weighted","Female_fraction","Age_mean","AA_fraction","Asian_fraction","Native_fraction","AE_AST_ALT","AE_COPD","AE_GORD","AE_LRTI","AE_URTI","AE_UTI","AE_abdominal_pain","AE_alopecia","AE_anaemia","AE_anorexia","AE_asthma","AE_back_pain","AE_bleeding","AE_chest_pain","AE_chills","AE_constipation","AE_cough","AE_dehydration","AE_diarrhoea","AE_dizziness","AE_drowsiness","AE_dyspepsia","AE_dyspnoea","AE_embolism","AE_fatigue","AE_fibrillation","AE_gastroenteritis","AE_haemoptysis","AE_headache","AE_heart_attack","AE_heart_failure","AE_hyperglycaemia","AE_hypertension","AE_hypokalaemia","AE_hyponatraemia","AE_hypotension","AE_hypoxia","AE_injection_site","AE_insomnia","AE_joint_pain","AE_limb_pain","AE_mood","AE_muscle_pain","AE_nasal","AE_nasopharyngitis","AE_nausea","AE_neutropenia","AE_pain","AE_pharynx_pain","AE_pleural_effusion","AE_pneumothorax","AE_pyrexia","AE_renal_failure","AE_respiratory_failure","AE_sepsis","AE_skin","AE_stroke","AE_swelling","AE_syncope","AE_taste","AE_thrombocytopenia","AE_thrombosis","AE_total_mortality","AE_total_other","AE_total_serious","dwp_all","dwp_wo_ae","dwp_sub"
"61","NCT00080223","Fibrosis","Phase 2","Sponsor",41.6485623333333,140.054794520548,83,0,0,59495,0.27710843373494,68.5,12.3,3.6,9,0,0,0.120481927710843,0.144578313253012,0.253012048192771,0.132530120481928,0,0,0.0602409638554217,0.216867469879518,0.0120481927710843,0.120481927710843,0.0120481927710843,0.0120481927710843,0,0.120481927710843,0.253012048192771,0,0.120481927710843,0.144578313253012,0,0.0843373493975904,0.27710843373494,0.0120481927710843,0.325301204819277,0.0481927710843374,0.0120481927710843,0,0.168674698795181,0.0240963855421687,0.0240963855421687,0,0.120481927710843,0,0.0120481927710843,0,0.0120481927710843,0,0.180722891566265,0,0,0.144578313253012,0.072289156626506,0.0963855421686747,0.132530120481928,0.481927710843373,0,0,0,0,0.0240963855421687,0.0843373493975904,0.0120481927710843,0.072289156626506,0.0120481927710843,0.192771084337349,0.0240963855421687,0.108433734939759,0.0120481927710843,0,0,0,0,0.975903614457831,0.590361445783133,54.2168674698795,26.5060240963855,26.5060240963855
"62","NCT00080938","Cancer","Phase 2","Not",2.97415765915002,16.8,21,0,0,59495,0.428571428571429,61,12.3,3.6,9,0.24,0,0,0,0,0,0,0.36,0.44,0.16,0,0,0.04,0,0,0.24,0,0.08,0,0.08,0,0,0,0,0.52,0,0,0,0.2,0,0,0.08,0,0,0.04,0,0,0,0,0,0,0.04,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0.08,0.32,0,0,0.84,0.4,52.3809523809524,33.3333333333333,28.5714285714286
"67","NCT00087438","Cancer","Phase 2","Not",2.19577125598729,70.027397260274,55,0,0,59495,0.618181818181818,72,12.3,3.6,9,0.0363636363636364,0,0,0.127272727272727,0.0181818181818182,0.0181818181818182,0.0727272727272727,0,0,0.0363636363636364,0,0.0181818181818182,0.0181818181818182,0.145454545454545,0.0545454545454545,0.0181818181818182,0.309090909090909,0.0181818181818182,0.0363636363636364,0.0363636363636364,0,0.0181818181818182,0.509090909090909,0,0.363636363636364,0.0545454545454545,0,0,0.0727272727272727,0,0,0.0909090909090909,0.0181818181818182,0.0545454545454545,0.0545454545454545,0,0.0727272727272727,0,0.0181818181818182,0.0181818181818182,0.0363636363636364,0.0363636363636364,0.0545454545454545,0.0181818181818182,0,0.145454545454545,0,0.0545454545454545,0.0181818181818182,0.0909090909090909,0,0.0545454545454545,0.0363636363636364,0,0,0.109090909090909,0.0363636363636364,0.0727272727272727,0.0363636363636364,0,0.0181818181818182,0.0181818181818182,0,0.909090909090909,0.290909090909091,0,0,0
"68","NCT00087698","Cancer","Phase 2","Sponsor",13.921534,46.3561643835616,77,0,0,59495,0.272727272727273,61.1,1.2987012987013,3.8961038961039,2.5974025974026,0,0,0.051948051948052,0.051948051948052,0,0,0.0649350649350649,0.103896103896104,0.220779220779221,0.285714285714286,0,0.0649350649350649,0.0649350649350649,0.116883116883117,0.0649350649350649,0.584415584415584,0.233766233766234,0.051948051948052,0.25974025974026,0.0909090909090909,0,0.103896103896104,0.155844155844156,0.025974025974026,0.662337662337662,0.012987012987013,0,0,0.12987012987013,0,0,0.0779220779220779,0.0779220779220779,0,0,0,0,0,0.12987012987013,0.12987012987013,0,0.103896103896104,0.0649350649350649,0,0,0.74025974025974,0.103896103896104,0.0649350649350649,0,0.012987012987013,0,0.12987012987013,0.012987012987013,0.012987012987013,0,0.233766233766234,0,0.116883116883117,0,0.207792207792208,0,0.012987012987013,0,0,0,18.1818181818182,6.49350649350649,5.19480519480519
"69","NCT00090142","Asthma","Phase 3","Sponsor",0.25,5.03013698630137,62,0,0.5,36418.5,0.467741935483871,24.4,7.15,2.3,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526315789473684,0,4.83870967741935,4.83870967741935,3.2258064516129
"70","NCT00090142","Asthma","Phase 3","Sponsor",0.25,5.03013698630137,62,0,0.5,36418.5,0.467741935483871,24.4,7.15,2.3,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172413793103448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172413793103448,0,9.67741935483871,9.67741935483871,4.83870967741935
"71","NCT00092118","Rhinitis","Phase 3","Sponsor",1.5,6.21369863013699,1992,0,0,53818,0.642714570858283,36.3,14.15,9.8,5.5,0,0,0,0,0,0,0,0,0,0,0.000998003992015968,0,0,0,0,0,0,0.000998003992015968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000998003992015968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00399201596806387,7.48502994011976,4.29141716566866,1.29740518962076
"72","NCT00092118","Rhinitis","Phase 3","Sponsor",1.5,6.21369863013699,1992,0,0,53818,0.638383838383838,36.6,14.15,9.8,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101010101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101010101010101,7.27272727272727,3.73737373737374,0.808080808080808
"73","NCT00092131","Asthma","Phase 3","Sponsor",0.25,4.04383561643836,51,0,0,59495,0.529411764705882,24.5,12.3,3.6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96078431372549,0,0
"74","NCT00092131","Asthma","Phase 3","Sponsor",0.25,4.04383561643836,51,0,0,59495,0.529411764705882,24.5,12.3,3.6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96078431372549,0,0
"75","NCT00094094","Cancer","Phase 2","Sponsor",6,27.2219178082192,32,0,0,58650.5454545455,0.40625,64.1,11.1818181818182,3.27272727272727,8.18181818181818,0.0625,0,0,0.0625,0.21875,0,0.125,0.09375,0.09375,0.59375,0,0.09375,0.125,0.125,0,0.1875,0.34375,0.09375,0.46875,0.09375,0.0625,0.21875,0.3125,0,0.84375,0,0,0.09375,0.25,0,0,0.0625,0.3125,0.125,0.125,0.0625,0.0625,0,0.125,0.25,0.125,0.09375,0.125,0.0625,0,0.46875,0,0.0625,0.125,0,0,0,0.03125,0,0,0.15625,0.03125,0.15625,0,0,0,0,0,0.96875,0.5,21.875,0,0
"83","NCT00094861","Cancer","Phase 2","Sponsor",0.915899522510866,34.9808219178082,95,0.0834863414269459,0.0701755203830594,48641.2078781951,0.306122448979592,61.6,4.08163265306122,4.08163265306122,2.04081632653061,0,0,0,0.104166666666667,0.0208333333333333,0,0.0625,0.208333333333333,0.5625,0.270833333333333,0,0.104166666666667,0.125,0.145833333333333,0,0.291666666666667,0.395833333333333,0.208333333333333,0.1875,0.125,0,0.166666666666667,0.25,0.0208333333333333,0.395833333333333,0.0208333333333333,0,0.0625,0.0833333333333333,0,0,0,0,0.166666666666667,0,0,0.0208333333333333,0,0.166666666666667,0.0625,0,0.0625,0.125,0,0,0.520833333333333,0.270833333333333,0.0416666666666667,0.104166666666667,0,0,0.166666666666667,0,0,0.0208333333333333,0.166666666666667,0,0.0416666666666667,0.0208333333333333,0.166666666666667,0.208333333333333,0.0208333333333333,0,1,0.4375,12.2448979591837,8.16326530612245,8.16326530612245
"84","NCT00094861","Cancer","Phase 2","Sponsor",0.915899522510866,34.9808219178082,95,0.0834863414269459,0.0701755203830594,48641.2078781951,0.304347826086957,64.2,4.34782608695652,0,2.17391304347826,0,0.0217391304347826,0,0.0434782608695652,0.0217391304347826,0.0217391304347826,0.0869565217391304,0.130434782608696,0.456521739130435,0.173913043478261,0,0.108695652173913,0.0869565217391304,0.0869565217391304,0,0.282608695652174,0.260869565217391,0.130434782608696,0.195652173913043,0.108695652173913,0,0.152173913043478,0.173913043478261,0.0217391304347826,0.304347826086957,0.0434782608695652,0,0.0217391304347826,0.0652173913043478,0.0434782608695652,0.0434782608695652,0,0,0.173913043478261,0.0652173913043478,0.0434782608695652,0.0217391304347826,0,0.195652173913043,0.0652173913043478,0,0.130434782608696,0.108695652173913,0,0,0.5,0.239130434782609,0.0652173913043478,0.239130434782609,0.0217391304347826,0,0.195652173913043,0.0217391304347826,0.0217391304347826,0.0217391304347826,0.108695652173913,0,0.0869565217391304,0,0.0652173913043478,0.108695652173913,0,0,0.978260869565217,0.652173913043478,28.2608695652174,17.3913043478261,10.8695652173913
"85","NCT00095199","Cancer","Phase 3","Sponsor",16.9,78.5095890410959,938,0,0,58478.223880597,0.439759036144578,63.9,12.0481927710843,1.20481927710843,1.20481927710843,0,0.0201342281879195,0,0.0671140939597315,0,0.0402684563758389,0.0402684563758389,0.241610738255034,0.23489932885906,0.302013422818792,0,0.0469798657718121,0.0335570469798658,0.0469798657718121,0.100671140939597,0.167785234899329,0.154362416107383,0.0939597315436242,0.147651006711409,0.120805369127517,0.0134228187919463,0.0469798657718121,0.25503355704698,0.0134228187919463,0.496644295302013,0.0335570469798658,0,0.0536912751677852,0.100671140939597,0,0.0134228187919463,0.0268456375838926,0,0.0268456375838926,0,0.0738255033557047,0.0201342281879195,0,0.12751677852349,0.114093959731544,0.0402684563758389,0.0604026845637584,0.0939597315436242,0,0,0.25503355704698,0.308724832214765,0.0738255033557047,0.0738255033557047,0.0469798657718121,0.00671140939597315,0.0939597315436242,0,0.0201342281879195,0.0201342281879195,0.0805369127516778,0.00671140939597315,0.181208053691275,0.00671140939597315,0.087248322147651,0.0134228187919463,0.0134228187919463,0,0.986577181208054,0.402684563758389,19.8795180722892,13.2530120481928,13.2530120481928
"86","NCT00095199","Cancer","Phase 3","Sponsor",16.9,78.5095890410959,938,0,0,58478.223880597,0.381578947368421,64,7.89473684210526,1.97368421052632,2.63157894736842,0,0.013840830449827,0,0.0588235294117647,0,0.0311418685121107,0.055363321799308,0.0173010380622837,0.221453287197232,0.200692041522491,0,0.0484429065743945,0.0380622837370242,0.0622837370242214,0.0449826989619377,0.207612456747405,0.14878892733564,0.0588235294117647,0.124567474048443,0.0484429065743945,0.00346020761245675,0.0519031141868512,0.207612456747405,0.0103806228373702,0.460207612456747,0.0069204152249135,0.00346020761245675,0.0311418685121107,0.0726643598615917,0.00346020761245675,0,0.069204152249135,0.00346020761245675,0.0380622837370242,0,0.0311418685121107,0.0207612456747405,0,0.0934256055363322,0.0761245674740484,0.055363321799308,0.069204152249135,0.0449826989619377,0,0,0.307958477508651,0.110726643598616,0.0484429065743945,0.0449826989619377,0.0103806228373702,0,0.1280276816609,0.0173010380622837,0.0069204152249135,0.00346020761245675,0.110726643598616,0.0103806228373702,0.110726643598616,0.00346020761245675,0.041522491349481,0.0761245674740484,0,0,0.972318339100346,0.29757785467128,14.1447368421053,6.57894736842105,5.26315789473684
"87","NCT00095199","Cancer","Phase 3","Sponsor",16.9,78.5095890410959,938,0,0,58478.223880597,0.425249169435216,62.8,8.30564784053156,0.996677740863787,1.32890365448505,0,0.0171232876712329,0,0.0547945205479452,0,0.0616438356164384,0.0650684931506849,0.0582191780821918,0.23972602739726,0.294520547945205,0.00342465753424658,0.123287671232877,0.10958904109589,0.0650684931506849,0.0410958904109589,0.256849315068493,0.157534246575342,0.0924657534246575,0.277397260273973,0.14041095890411,0.00342465753424658,0.0719178082191781,0.226027397260274,0.0205479452054795,0.541095890410959,0.0342465753424658,0,0.0684931506849315,0.0684931506849315,0.00684931506849315,0.00342465753424658,0.0376712328767123,0,0.0993150684931507,0.00684931506849315,0.0993150684931507,0.0308219178082192,0,0.0924657534246575,0.0547945205479452,0.0719178082191781,0.0684931506849315,0.0479452054794521,0,0,0.383561643835616,0.10958904109589,0.0410958904109589,0.0684931506849315,0.0308219178082192,0.00342465753424658,0.157534246575342,0.00342465753424658,0.023972602739726,0.0102739726027397,0.763698630136986,0,0.174657534246575,0.00342465753424658,0.0856164383561644,0.0479452054794521,0.0171232876712329,0,0.98972602739726,0.407534246575342,21.9269102990033,8.63787375415282,6.97674418604651
"89","NCT00096226","Cancer","Phase 2","Not",16.100249,67.6602739726027,57,0,0,59495,0.385964912280702,59,12.3,3.6,9,0.210526315789474,0,0,0.228070175438596,0,0.0526315789473684,0.0175438596491228,0.43859649122807,0,0.596491228070175,0,0.140350877192982,0.0526315789473684,0.298245614035088,0.0701754385964912,0.43859649122807,0.719298245614035,0.192982456140351,0.228070175438596,0.140350877192982,0,0.228070175438596,0.789473684210526,0,0.894736842105263,0.0175438596491228,0,0,0.12280701754386,0,0,0.56140350877193,0.0175438596491228,0.175438596491228,0.228070175438596,0.105263157894737,0.105263157894737,0.0350877192982456,0.210526315789474,0.210526315789474,0.105263157894737,0.105263157894737,0.192982456140351,0.0526315789473684,0,0.596491228070175,0.385964912280702,0.210526315789474,0.12280701754386,0.175438596491228,0.0526315789473684,0.175438596491228,0,0,0.0175438596491228,0.508771929824561,0,0.0701754385964912,0.0175438596491228,0.157894736842105,0.298245614035088,0.0526315789473684,0,0.982456140350877,0.315789473684211,26.3157894736842,26.3157894736842,0
"90","NCT00096486","Cancer","Phase 2","Not",7.28956038302155,73.9397260273973,74,0,0,59495,0.578947368421053,65.933751699376,12.3,3.6,9,0,0,0,0,0,0,0.0263157894736842,0,0,0.105263157894737,0,0.0526315789473684,0,0.0263157894736842,0,0,0.0789473684210526,0.0263157894736842,0.105263157894737,0,0,0,0.157894736842105,0,0.394736842105263,0,0,0,0,0,0,0,0,0,0.0789473684210526,0,0,0,0,0,0,0,0,0,0,0.105263157894737,0,0,0,0.0263157894736842,0,0,0,0,0,0.368421052631579,0,0,0.0263157894736842,0,0,0.0263157894736842,0,0.736842105263158,0.394736842105263,5.26315789473684,5.26315789473684,5.26315789473684
"91","NCT00096486","Cancer","Phase 2","Not",7.28956038302155,73.9397260273973,74,0,0,59495,0.384615384615385,65.933751699376,12.3,3.6,9,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,0.0384615384615385,0,0,0,0,0,0.192307692307692,0,0,0,0.0769230769230769,0,0.269230769230769,0,0,0,0,0,0,0,0,0,0,0,0.0384615384615385,0,0,0,0,0,0,0,0,0.153846153846154,0,0,0,0,0,0,0,0,0,0.307692307692308,0,0,0,0,0,0.0384615384615385,0,0.769230769230769,0.192307692307692,7.69230769230769,7.69230769230769,7.69230769230769
"94","NCT00097773","Cystic Fibrosis","Phase 2","Not",16,54.0164383561644,304,0,0,59495,0.486842105263158,5,12.3,3.6,9,0,0,0,0.0263157894736842,0.0526315789473684,0,0.223684210526316,0,0,0.263157894736842,0.0526315789473684,0.0657894736842105,0.105263157894737,0.144736842105263,0,0.144736842105263,0.934210526315789,0.0131578947368421,0.342105263157895,0.0526315789473684,0,0,0.0921052631578947,0,0.131578947368421,0,0,0,0.407894736842105,0,0,0,0,0,0,0,0,0,0,0.157894736842105,0.157894736842105,0.105263157894737,0,0.631578947368421,0.657894736842105,0.486842105263158,0,0.223684210526316,0.368421052631579,0,0,0.75,0,0,0,0.210526315789474,0,0.157894736842105,0,0,0,0,0,0.960526315789474,0.355263157894737,6.57894736842105,6.57894736842105,3.94736842105263
"95","NCT00097773","Cystic Fibrosis","Phase 2","Not",16,54.0164383561644,304,0,0,59495,0.526315789473684,6,12.3,3.6,9,0,0,0,0.0131578947368421,0.0526315789473684,0,0.210526315789474,0,0,0.118421052631579,0,0.0131578947368421,0.157894736842105,0.0789473684210526,0,0.171052631578947,0.855263157894737,0,0.289473684210526,0.0789473684210526,0,0,0.171052631578947,0,0.171052631578947,0,0,0,0.315789473684211,0,0,0,0,0,0,0,0,0,0,0.184210526315789,0.131578947368421,0,0.0789473684210526,0.526315789473684,0.618421052631579,0.460526315789474,0,0.144736842105263,0.315789473684211,0,0,0.75,0,0,0,0.210526315789474,0,0.118421052631579,0,0,0,0,0,0.855263157894737,0.223684210526316,2.63157894736842,2.63157894736842,2.63157894736842
"96","NCT00097773","Cystic Fibrosis","Phase 2","Not",16,54.0164383561644,304,0,0,59495,0.421052631578947,5.9,12.3,3.6,9,0.0526315789473684,0,0,0.0131578947368421,0.0657894736842105,0,0.236842105263158,0,0,0.131578947368421,0,0.0921052631578947,0.0921052631578947,0.0921052631578947,0.0526315789473684,0.118421052631579,0.828947368421053,0,0.289473684210526,0.0657894736842105,0,0,0.105263157894737,0,0.0921052631578947,0,0,0.0131578947368421,0.368421052631579,0,0,0,0,0,0,0,0,0,0,0.184210526315789,0.197368421052632,0.0526315789473684,0,0.5,0.631578947368421,0.394736842105263,0,0.118421052631579,0.342105263157895,0,0,0.592105263157895,0,0,0,0.171052631578947,0,0.105263157894737,0,0,0,0.0131578947368421,0,0.881578947368421,0.276315789473684,7.89473684210526,6.57894736842105,6.57894736842105
"97","NCT00097773","Cystic Fibrosis","Phase 2","Not",16,54.0164383561644,304,0,0,59495,0.592105263157895,5.8,12.3,3.6,9,0,0,0,0.0131578947368421,0,0,0.223684210526316,0,0,0.223684210526316,0,0,0.105263157894737,0.0789473684210526,0,0.0789473684210526,0.815789473684211,0,0.197368421052632,0,0,0,0.0657894736842105,0,0.144736842105263,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.184210526315789,0.0921052631578947,0.0526315789473684,0.0526315789473684,0.578947368421053,0.539473684210526,0.381578947368421,0,0.105263157894737,0.25,0,0,0.605263157894737,0,0,0,0.144736842105263,0,0.105263157894737,0,0,0,0,0,0.855263157894737,0.236842105263158,7.89473684210526,7.89473684210526,6.57894736842105
"98","NCT00098254","Cancer","Phase 2","Not",3.4,59.0465753424658,37,0,0,59495,0.513513513513513,61.9,13.5135135135135,10.8108108108108,0,0.486486486486487,0,0,0.0540540540540541,0,0,0,0.0810810810810811,0.351351351351351,0.243243243243243,0,0.0810810810810811,0.0540540540540541,0.0540540540540541,0.0810810810810811,0.0810810810810811,0.27027027027027,0.0540540540540541,0.405405405405405,0.108108108108108,0,0.0540540540540541,0.162162162162162,0,0.297297297297297,0,0,0,0.135135135135135,0,0,0.27027027027027,0.405405405405405,0.135135135135135,0.459459459459459,0.027027027027027,0.0540540540540541,0,0.0810810810810811,0.027027027027027,0.135135135135135,0.027027027027027,0.135135135135135,0.027027027027027,0.027027027027027,0.216216216216216,0.0810810810810811,0.027027027027027,0,0.027027027027027,0,0.0540540540540541,0,0,0,0.540540540540541,0,0.0540540540540541,0.027027027027027,0.027027027027027,0.297297297297297,0,0,1,0.297297297297297,5.40540540540541,0,0
"99","NCT00100932","Cancer","Phase 2","Sponsor",12.3583423333333,29.9835616438356,103,0,0,59495,0.538461538461538,65.5,3.84615384615385,3.84615384615385,0,0.0769230769230769,0,0,0.0769230769230769,0.192307692307692,0.115384615384615,0,0.153846153846154,0,0.423076923076923,0,0.192307692307692,0,0.153846153846154,0.538461538461538,0.576923076923077,0.230769230769231,0.0769230769230769,0.346153846153846,0.269230769230769,0.0384615384615385,0,0.461538461538462,0.0769230769230769,0.576923076923077,0.0769230769230769,0,0.0384615384615385,0.0769230769230769,0,0,0.0384615384615385,0,0.0384615384615385,0.115384615384615,0.0384615384615385,0.0384615384615385,0,0.153846153846154,0.0384615384615385,0.115384615384615,0.192307692307692,0.0384615384615385,0.115384615384615,0.0384615384615385,0.5,0.538461538461538,0.153846153846154,0.0384615384615385,0.0769230769230769,0,0.230769230769231,0,0.0769230769230769,0,0.115384615384615,0,0.269230769230769,0,0.0769230769230769,0.0769230769230769,0.115384615384615,0,1,0.423076923076923,15.3846153846154,7.69230769230769,0
"100","NCT00100932","Cancer","Phase 2","Sponsor",12.3583423333333,29.9835616438356,103,0,0,59495,0.493506493506494,62,9.09090909090909,2.5974025974026,0,0,0,0,0.0909090909090909,0.12987012987013,0.155844155844156,0.12987012987013,0.441558441558442,0,0.38961038961039,0,0.116883116883117,0.051948051948052,0.103896103896104,0.0909090909090909,0.38961038961039,0.350649350649351,0.12987012987013,0.246753246753247,0.142857142857143,0.0649350649350649,0.0779220779220779,0.480519480519481,0.051948051948052,0.649350649350649,0.012987012987013,0,0.051948051948052,0.0909090909090909,0,0,0.103896103896104,0,0.0649350649350649,0.012987012987013,0.0909090909090909,0.0649350649350649,0,0.207792207792208,0.207792207792208,0.0909090909090909,0.233766233766234,0.051948051948052,0.012987012987013,0.103896103896104,0.493506493506494,0.571428571428571,0.142857142857143,0.0909090909090909,0.025974025974026,0,0.311688311688312,0,0.038961038961039,0.012987012987013,0.142857142857143,0,0.194805194805195,0,0.025974025974026,0.038961038961039,0.012987012987013,0,1,0.428571428571429,28.5714285714286,14.2857142857143,7.79220779220779
"101","NCT00102804","Cancer","Phase 3","Sponsor",9.87045366666667,38.2027397260274,663,0.219178082191781,0.191780821917808,36107.7123287671,0.274774774774775,60.4,0,29.7297297297297,3.15315315315315,0.0412844036697248,0,0.00917431192660551,0.0137614678899083,0.0137614678899083,0.018348623853211,0.036697247706422,0.00458715596330275,0.055045871559633,0.18348623853211,0,0.036697247706422,0.0137614678899083,0.073394495412844,0.00458715596330275,0.0779816513761468,0.215596330275229,0.00458715596330275,0.0688073394495413,0.0321100917431193,0.00458715596330275,0.0275229357798165,0.197247706422018,0.00458715596330275,0.224770642201835,0,0,0.0458715596330275,0.0871559633027523,0,0.00458715596330275,0.0275229357798165,0.018348623853211,0.00458715596330275,0,0.0137614678899083,0,0,0.036697247706422,0.0321100917431193,0.0412844036697248,0.00458715596330275,0.0229357798165138,0.00458715596330275,0.0137614678899083,0.100917431192661,0.0229357798165138,0.0596330275229358,0.0229357798165138,0.00458715596330275,0,0.114678899082569,0,0,0,0.0642201834862385,0,0.00917431192660551,0.00458715596330275,0.00458715596330275,0.00917431192660551,0.00917431192660551,0,0.81651376146789,0.142201834862385,5.40540540540541,4.05405405405405,3.6036036036036
"102","NCT00102804","Cancer","Phase 3","Sponsor",9.87045366666667,38.2027397260274,663,0.219178082191781,0.191780821917808,36107.7123287671,0.26984126984127,60.6,1.36054421768707,32.4263038548753,2.94784580498866,0.136986301369863,0,0.00228310502283105,0.0342465753424658,0.0342465753424658,0.0114155251141553,0.0410958904109589,0.0479452054794521,0.148401826484018,0.28310502283105,0,0.0936073059360731,0.0170940170940171,0.100456621004566,0.0159817351598174,0.134703196347032,0.21689497716895,0.0159817351598174,0.118721461187215,0.0776255707762557,0.00228310502283105,0.0296803652968037,0.223744292237443,0.00228310502283105,0.331050228310502,0.0045662100456621,0.0045662100456621,0.0547945205479452,0.116438356164384,0.00228310502283105,0,0.0410958904109589,0.0251141552511416,0.0091324200913242,0.0159817351598174,0.0136986301369863,0.00684931506849315,0.0091324200913242,0.0639269406392694,0.0273972602739726,0.0251141552511416,0.0205479452054795,0.0342465753424658,0.0091324200913242,0.0319634703196347,0.232876712328767,0.0479452054794521,0.0547945205479452,0.0228310502283105,0.0045662100456621,0,0.127853881278539,0.00684931506849315,0.0091324200913242,0.00228310502283105,0.141552511415525,0.00228310502283105,0.0616438356164384,0.0045662100456621,0.0228310502283105,0.0388127853881279,0.00684931506849315,0,0.881278538812785,0.189497716894977,20.1814058956916,11.7913832199546,11.3378684807256
